,player,team,age,position,Mins,Passing Accuracy,,league,season
931,Djibril Sow,Sevilla,27,M(C),1470,85.8,,ESP-La Liga,2324
932,Cyle Larin,Mallorca,29,"AM(LR),FW",1827,64.7,,ESP-La Liga,2324
933,Chimy Ávila,Osasuna,30,"AM(LR),FW",869,72,,ESP-La Liga,2324
934,Jon Aramburu,Real Sociedad,21,Defender,543,82.4,,ESP-La Liga,2324
935,Ianis Hagi,Deportivo Alaves,25,AM(CLR),798,74.2,,ESP-La Liga,2324
936,Carlos Fernández,Real Sociedad,28,"AM(C),FW",408,53.7,,ESP-La Liga,2324
937,Étienne Capoue,Villarreal,35,"D(C),M(CL)",1443,86.8,,ESP-La Liga,2324
938,Fran Beltrán,Celta Vigo,25,DMC,2437,87.4,,ESP-La Liga,2324
939,Hugo Sotelo,Celta Vigo,20,M(C),721,91.5,,ESP-La Liga,2324
940,Paco Sanz,Almeria,19,Defender,23,70,,ESP-La Liga,2324
941,Jaime Mata,Getafe,35,"AM(L),FW",1794,68.9,,ESP-La Liga,2324
942,Iñaki Peña,Barcelona,25,GK,900,84.9,,ESP-La Liga,2324
943,Arsen Zakharyan,Real Sociedad,21,M(CLR),1231,77.1,,ESP-La Liga,2324
944,Juanmi,Cadiz,31,"AM(CLR),FW",875,80.2,,ESP-La Liga,2324
945,Abdón Prats,Mallorca,31,FW,1259,56.7,,ESP-La Liga,2324
946,Fernando Martínez,Almeria,34,GK,360,62.6,,ESP-La Liga,2324
947,Miguel Crespo,Rayo Vallecano,27,DMC,521,85.5,,ESP-La Liga,2324
948,Oriol Romeu,Barcelona,32,DMC,932,89.5,,ESP-La Liga,2324
949,Máximo Perrone,Las Palmas,21,DMC,1631,90.4,,ESP-La Liga,2324
950,Abde Ezzalzouli,Barcelona,22,AM(L),67,69.2,,ESP-La Liga,2324
951,Pepe Reina,Villarreal,41,GK,183,78.9,,ESP-La Liga,2324
952,Antonio Sánchez,Mallorca,27,"D(R),M(CR)",1465,73.5,,ESP-La Liga,2324
953,Rominigue Kouamé,Cadiz,27,DMC,821,86.3,,ESP-La Liga,2324
954,Jaume Costa,Mallorca,36,"D(LR),M(L)",1684,77.3,,ESP-La Liga,2324
955,Jorge Martín,Getafe,23,M(L),576,67.8,,ESP-La Liga,2324
956,Unai Gómez,Athletic Club,21,AM(C),870,79.9,,ESP-La Liga,2324
957,Dimitri Foulquier,Valencia,31,"D(CLR),M(R)",1835,72.9,,ESP-La Liga,2324
958,Álvaro Fernández,Granada,21,"D(L),M(L)",474,78.5,,ESP-La Liga,2324
959,Tasos Douvikas,Celta Vigo,24,"AM(R),FW",886,63.4,,ESP-La Liga,2324
960,Aiham Ousou,Cadiz,24,D(C),430,78.8,,ESP-La Liga,2324
961,Javi Muñoz,Las Palmas,29,M(C),2648,81.9,,ESP-La Liga,2324
962,Kevin Vázquez,Celta Vigo,31,"D(R),M(R)",706,74.9,,ESP-La Liga,2324
963,Marc Cardona,Las Palmas,28,FW,724,76.1,,ESP-La Liga,2324
964,Sergi Altimira,Real Betis,22,DMC,566,90.8,,ESP-La Liga,2324
965,Giuliano Simeone,Deportivo Alaves,21,AM(L),630,72.1,,ESP-La Liga,2324
966,William Carvalho,Real Betis,32,M(C),673,89.2,,ESP-La Liga,2324
967,Aïssa Mandi,Villarreal,32,D(CLR),1113,91.8,,ESP-La Liga,2324
968,Óscar Trejo,Rayo Vallecano,36,"M(CLR),FW",1385,84.9,,ESP-La Liga,2324
969,Pep Chavarría,Rayo Vallecano,26,D(L),1166,80,,ESP-La Liga,2324
970,Iker Muniain,Athletic Club,31,AM(CLR),588,88.9,,ESP-La Liga,2324
971,Stefan Mitrovic,Getafe,34,D(C),701,76.1,,ESP-La Liga,2324
972,Álvaro Odriozola,Real Sociedad,28,D(R),398,88.8,,ESP-La Liga,2324
973,Diadié Samassékou,Cadiz,28,DMC,87,95.7,,ESP-La Liga,2324
974,Rubén Sobrino,Cadiz,32,"AM(CLR),FW",1649,76.1,,ESP-La Liga,2324
975,André Ferreira,Granada,28,GK,1339,66.3,,ESP-La Liga,2324
976,Iddrisu Baba,Almeria,28,DMC,1428,83.6,,ESP-La Liga,2324
977,José Arnaiz,Osasuna,29,"AM(L),FW",924,81,,ESP-La Liga,2324
978,Diego Méndez,Rayo Vallecano,20,Midfielder,4,100,,ESP-La Liga,2324
979,Rubén Iranzo,Valencia,21,Defender,10,100,,ESP-La Liga,2324
980,Álex Fernández,Cadiz,31,"M(CL),FW",1286,86.1,,ESP-La Liga,2324
981,Omar Mascarell,Mallorca,31,"D(C),DMC",1574,82.2,,ESP-La Liga,2324
982,Carlos Neva,Granada,28,"D(L),M(L)",3154,76.3,,ESP-La Liga,2324
983,Raúl García,Osasuna,23,FW,1351,64.1,,ESP-La Liga,2324
984,Raúl de Tomás,Rayo Vallecano,29,FW,1280,79.6,,ESP-La Liga,2324
985,Franco Cervi,Celta Vigo,30,"D(L),M(CL)",539,84.6,,ESP-La Liga,2324
986,Jorge Pascual,Villarreal,21,Forward,13,80,,ESP-La Liga,2324
987,Jesús Vázquez,Valencia,21,D(L),705,67,,ESP-La Liga,2324
988,Javier Manquillo,Celta Vigo,30,"D(CLR),M(R)",747,84.5,,ESP-La Liga,2324
989,Abde Ezzalzouli,Real Betis,22,AM(L),857,72.5,,ESP-La Liga,2324
990,Ricard Sánchez,Granada,24,D(R),2300,75.7,,ESP-La Liga,2324
991,Peter González,Valencia,21,Forward,646,69.9,,ESP-La Liga,2324
992,Gonzalo Escalante,Cadiz,31,DMC,1705,76.8,,ESP-La Liga,2324
993,Marc Guiu,Barcelona,18,Forward,73,100,,ESP-La Liga,2324
994,Sergio Camello,Rayo Vallecano,23,FW,1671,73.6,,ESP-La Liga,2324
995,Luca de la Torre,Celta Vigo,26,M(CLR),1959,83.3,,ESP-La Liga,2324
996,Luis Hernández,Cadiz,35,D(CR),722,78.5,,ESP-La Liga,2324
997,Jorge Meré,Cadiz,27,D(C),678,73.3,,ESP-La Liga,2324
998,Diego Hormigo,Sevilla,21,Defender,36,66.7,,ESP-La Liga,2324
999,Juanpe,Girona,33,D(C),738,91.1,,ESP-La Liga,2324
1000,Asier Villalibre,Athletic Club,26,FW,507,72.1,,ESP-La Liga,2324
1001,Pablo Ibáñez,Osasuna,25,M(C),1143,77.6,,ESP-La Liga,2324
1002,Luka Romero,Almeria,19,AM(R),437,93.1,,ESP-La Liga,2324
1003,Randy Nteka,Rayo Vallecano,26,"AM(C),FW",563,74,,ESP-La Liga,2324
1004,Hugo Guillamón,Valencia,24,"D(C),DMC",1307,82.1,,ESP-La Liga,2324
1005,Dani García,Athletic Club,34,DMC,739,84.2,,ESP-La Liga,2324
1006,Rodri,Real Betis,24,AM(CLR),1043,82.8,,ESP-La Liga,2324
1007,Iván Alejo,Cadiz,29,AM(R),1705,64.1,,ESP-La Liga,2324
1008,Selim Amallah,Valencia,27,"AM(CL),FW",598,75,,ESP-La Liga,2324
1009,José Ángel Carmona,Getafe,22,"D(CR),M(R)",1316,76.4,,ESP-La Liga,2324
1010,Iván Villar,Celta Vigo,26,GK,1016,60.8,,ESP-La Liga,2324
1011,Siebe Van der Heyden,Mallorca,26,D(C),288,67.4,,ESP-La Liga,2324
1012,Jorge de Frutos,Rayo Vallecano,27,AM(LR),1543,76.4,,ESP-La Liga,2324
1013,Malcom Adu,Athletic Club,22,Forward,258,84.9,,ESP-La Liga,2324
1014,Sergio Rodelas,Granada,19,Forward,123,92.3,,ESP-La Liga,2324
1015,Javi Galán,Atletico,29,"D(L),M(L)",84,77.8,,ESP-La Liga,2324
1016,Famara Diédhiou,Granada,31,FW,82,50,,ESP-La Liga,2324
1017,Andrei Ratiu,Rayo Vallecano,26,D(R),627,80.3,,ESP-La Liga,2324
1018,Alberto Risco,Getafe,18,Midfielder,135,83.7,,ESP-La Liga,2324
1019,Marcão,Sevilla,28,D(C),354,89.7,,ESP-La Liga,2324
1020,Nacho Vidal,Osasuna,29,D(R),92,64.9,,ESP-La Liga,2324
1021,Ramon Terrats,Villarreal,23,DMC,782,86.4,,ESP-La Liga,2324
1022,Jon Magunazelaia,Real Sociedad,22,Midfielder,119,71.4,,ESP-La Liga,2324
1023,Juan Cruz,Osasuna,31,D(CL),1663,81.5,,ESP-La Liga,2324
1024,Marc Bartra,Real Betis,33,"D(CR),DMC",226,87.1,,ESP-La Liga,2324
1025,Marvin Park,Las Palmas,23,M(R),1854,79.8,,ESP-La Liga,2324
1026,Dani Ceballos,Real Madrid,27,M(CL),586,91.1,,ESP-La Liga,2324
1027,Yellu Santiago,Getafe,20,DMC,657,78.7,,ESP-La Liga,2324
1028,Joseba Zaldúa,Cadiz,32,D(R),710,70.4,,ESP-La Liga,2324
1029,André Silva,Real Sociedad,28,FW,729,81.9,,ESP-La Liga,2324
1030,Chumi,Almeria,25,D(CR),2434,86.6,,ESP-La Liga,2324
1031,Theo Corbeanu,Granada,22,AM(LR),197,68.8,,ESP-La Liga,2324
1032,José Luís Morales,Villarreal,36,"D(R),M(CLR),FW",1043,76.1,,ESP-La Liga,2324
1033,Kaiky,Almeria,20,D(C),520,82.8,,ESP-La Liga,2324
1034,Rafa Mir,Sevilla,27,FW,384,70.6,,ESP-La Liga,2324
1035,Denis Suárez,Villarreal,30,M(CLR),131,85.4,,ESP-La Liga,2324
1036,Fede San Emeterio,Cadiz,27,DMC,155,84,,ESP-La Liga,2324
1037,Jon Martín,Real Sociedad,18,Defender,23,71.4,,ESP-La Liga,2324
1038,Paul Akouokou,Real Betis,26,DMC,26,94.1,,ESP-La Liga,2324
1039,Rachad Fettal,Almeria,19,Forward,16,80,,ESP-La Liga,2324
1040,Abde Rebbach,Deportivo Alaves,25,AM(L),716,66.9,,ESP-La Liga,2324
1041,Kamil Piatkowski,Granada,24,D(C),506,86.3,,ESP-La Liga,2324
1042,Ilaix Moriba,Getafe,21,DMC,608,74.1,,ESP-La Liga,2324
1043,Roman Yaremchuk,Valencia,28,FW,928,69.5,,ESP-La Liga,2324
1044,Portu,Getafe,32,"M(CLR),FW",95,76.2,,ESP-La Liga,2324
1045,Marc Casadó,Barcelona,20,Midfielder,13,100,,ESP-La Liga,2324
1046,Mario Martín,Real Madrid,20,Midfielder,16,80,,ESP-La Liga,2324
1047,Jon Olasagasti,Real Sociedad,23,Midfielder,350,75.6,,ESP-La Liga,2324
1048,Raúl Torrente,Granada,23,D(C),1252,79.4,,ESP-La Liga,2324
1049,Mauro Arambarri,Getafe,28,DMC,338,82.2,,ESP-La Liga,2324
1050,Carles Aleñá,Getafe,26,AM(CLR),1013,81.5,,ESP-La Liga,2324
1051,Adrià Alti,Villarreal,23,D(R),780,83.5,,ESP-La Liga,2324
1052,Gonzalo Melero,Almeria,30,"M(C),FW",1096,82.9,,ESP-La Liga,2324
1053,Thomas Lemar,Atletico,28,AM(CLR),166,89.6,,ESP-La Liga,2324
1054,Urko González,Real Sociedad,23,Defender,155,79.8,,ESP-La Liga,2324
1055,Kike Pérez,Rayo Vallecano,27,M(C),831,79.8,,ESP-La Liga,2324
1056,Raúl García,Athletic Club,37,"M(CLR),FW",404,61.2,,ESP-La Liga,2324
1057,Bebé,Rayo Vallecano,33,"AM(LR),FW",195,72.1,,ESP-La Liga,2324
1058,Faitout Maouassa,Granada,25,"D(L),M(LR)",245,65.5,,ESP-La Liga,2324
1059,Eric García,Barcelona,23,D(CR),56,95.5,,ESP-La Liga,2324
1060,Brian Ocampo,Cadiz,25,AM(L),238,68.2,,ESP-La Liga,2324
1061,Tadeo Allende,Celta Vigo,25,AM(LR),332,65.9,,ESP-La Liga,2324
1062,Álvaro Lemos,Las Palmas,31,D(R),252,81.4,,ESP-La Liga,2324
1063,Alberto Marí,Valencia,22,Forward,263,62.7,,ESP-La Liga,2324
1064,Joaquín Panichelli,Deportivo Alaves,21,Forward,222,63.6,,ESP-La Liga,2324
1065,Borja Vázquez,Cadiz,19,Forward,3,100,,ESP-La Liga,2324
1066,Houboulang Mendes,Almeria,26,D(CR),396,73.7,,ESP-La Liga,2324
1067,Sergi Guardiola,Cadiz,33,FW,477,75.9,,ESP-La Liga,2324
1068,Omenuke Mfulu,Las Palmas,30,M(C),79,88.3,,ESP-La Liga,2324
1069,Valery Fernández,Girona,24,"D(R),M(L)",488,89.4,,ESP-La Liga,2324
1070,Adnan Januzaj,Sevilla,29,AM(CLR),187,83.1,,ESP-La Liga,2324
1071,Javi Llabrés,Mallorca,21,Forward,235,75,,ESP-La Liga,2324
1072,Maxi Gómez,Cadiz,27,FW,1159,55.8,,ESP-La Liga,2324
1073,José Callejón,Granada,37,"M(LR),FW",799,82.4,,ESP-La Liga,2324
1074,Carlos Romero,Villarreal,22,Defender,260,73.1,,ESP-La Liga,2324
1075,Amath Ndiaye,Mallorca,27,"AM(LR),FW",389,70.2,,ESP-La Liga,2324
1076,Peru Nolaskoain,Athletic Club,25,Defender,8,62.5,,ESP-La Liga,2324
1077,Ibrahima Kébé,Girona,23,Midfielder,7,62.5,,ESP-La Liga,2324
1078,Marezi,Almeria,20,Forward,303,64.2,,ESP-La Liga,2324
1079,Unai García,Osasuna,32,D(C),560,80.4,,ESP-La Liga,2324
1080,Borja Iglesias,Real Betis,31,FW,405,83,,ESP-La Liga,2324
1081,Iñaki González,Las Palmas,19,Midfielder,4,100,,ESP-La Liga,2324
1082,Manu Trigueros,Villarreal,32,"M(CLR),FW",300,86.9,,ESP-La Liga,2324
1083,Kike Barja,Osasuna,27,AM(LR),295,86.7,,ESP-La Liga,2324
1084,Pablo Torre,Girona,21,AM(C),691,84.8,,ESP-La Liga,2324
1085,Sory Kaba,Las Palmas,28,FW,721,70.1,,ESP-La Liga,2324
1086,Eric Curbelo,Las Palmas,30,Defender,101,96.6,,ESP-La Liga,2324
1087,Gonzalo García,Real Madrid,20,Forward,17,57.1,,ESP-La Liga,2324
1088,Yoel Lago,Celta Vigo,20,Defender,90,95.3,,ESP-La Liga,2324
1089,Jhon Solís,Girona,19,Midfielder,369,84.8,,ESP-La Liga,2324
1090,Chimy Ávila,Real Betis,30,"AM(LR),FW",301,70.5,,ESP-La Liga,2324
1091,Xeber Alkain,Deportivo Alaves,27,Forward,299,75,,ESP-La Liga,2324
1092,Radamel Falcao,Rayo Vallecano,38,FW,395,83.2,,ESP-La Liga,2324
1093,Pablo Sáenz,Granada,23,Forward,18,66.7,,ESP-La Liga,2324
1094,Arthur Vermeeren,Atletico,19,DMC,160,84.3,,ESP-La Liga,2324
1095,Carlos Dotor,Celta Vigo,23,M(C),704,84.8,,ESP-La Liga,2324
1096,Jesús Corona,Sevilla,31,"D(R),M(CLR),FW",17,75,,ESP-La Liga,2324
1097,Salvi Sánchez,Rayo Vallecano,33,AM(R),27,83.3,,ESP-La Liga,2324
1098,Óscar Melendo,Granada,26,"AM(CLR),FW",1128,82,,ESP-La Liga,2324
1099,Joan Jordán,Sevilla,29,M(C),381,88.2,,ESP-La Liga,2324
1100,Hannibal Mejbri,Sevilla,21,AM(C),101,83.3,,ESP-La Liga,2324
1101,Álex Pozo,Almeria,25,"D(R),M(R)",970,76.8,,ESP-La Liga,2324
1102,Vitor Roque,Barcelona,19,FW,320,76.6,,ESP-La Liga,2324
1103,Benito Ramírez,Las Palmas,28,Midfielder,369,80.1,,ESP-La Liga,2324
1104,Cédric Bakambu,Real Betis,33,"AM(LR),FW",195,66.7,,ESP-La Liga,2324
1105,Marc Martínez,Granada,34,Goalkeeper,270,75.3,,ESP-La Liga,2324
1106,Asier Osambela,Osasuna,19,Forward,9,40,,ESP-La Liga,2324
1107,César Tárrega,Valencia,22,Defender,7,100,,ESP-La Liga,2324
1108,José Campaña,Las Palmas,31,M(CLR),166,86.5,,ESP-La Liga,2324
1109,Álex Sola,Real Sociedad,25,"D(R),M(R)",28,70,,ESP-La Liga,2324
1110,Fabrizio Angileri,Getafe,30,"D(L),M(L)",163,66.3,,ESP-La Liga,2324
1111,Iñigo Arguibide,Osasuna,19,Midfielder,16,-,,ESP-La Liga,2324
1112,Stefan Lekovic,Villarreal,20,Defender,28,85.7,,ESP-La Liga,2324
1113,Antonio Puertas,Granada,32,M(LR),721,77.8,,ESP-La Liga,2324
1114,Matías Arezo,Granada,21,Forward,360,64.9,,ESP-La Liga,2324
1115,Tanguy Nianzou,Sevilla,22,D(C),315,88.7,,ESP-La Liga,2324
1116,Hugo González,Valencia,21,Midfielder,80,70,,ESP-La Liga,2324
1117,Daley Sinkgraven,Las Palmas,28,"D(L),M(CL)",377,87.3,,ESP-La Liga,2324
1118,Mariano Díaz,Sevilla,30,FW,240,68.6,,ESP-La Liga,2324
1119,Juan Cruz,Real Betis,24,Midfielder,71,75,,ESP-La Liga,2324
1120,Cristian Herrera,Las Palmas,33,FW,159,91.9,,ESP-La Liga,2324
1121,Ansu Fati,Barcelona,21,"AM(L),FW",47,85.2,,ESP-La Liga,2324
1122,Darko Brasanac,Osasuna,32,M(CR),46,64.3,,ESP-La Liga,2324
1123,Njegos Petrovic,Granada,24,DMC,149,84.6,,ESP-La Liga,2324
1124,Álvaro Negredo,Cadiz,38,FW,48,52.9,,ESP-La Liga,2324
1125,Mohamed-Ali Cho,Real Sociedad,20,"AM(R),FW",242,67.3,,ESP-La Liga,2324
1126,Alberto Dadie,Real Sociedad,21,Forward,27,50,,ESP-La Liga,2324
1127,Mamadou Sylla,Deportivo Alaves,30,FW,16,42.9,,ESP-La Liga,2324
1128,Fabio González,Las Palmas,27,Midfielder,122,93.7,,ESP-La Liga,2324
1129,Toni Villa,Girona,29,AM(CLR),11,87.5,,ESP-La Liga,2324
1130,Manu Bueno,Sevilla,19,Midfielder,116,91.8,,ESP-La Liga,2324
1131,Jorge Moreno,Osasuna,22,Defender,13,33.3,,ESP-La Liga,2324
1132,Victor Parada,Deportivo Alaves,22,Defender,2,-,,ESP-La Liga,2324
1133,Unai Marrero,Real Sociedad,22,Goalkeeper,141,57.5,,ESP-La Liga,2324
1134,Domingos Duarte,Getafe,29,D(C),908,77.7,,ESP-La Liga,2324
1135,Shon Weissman,Granada,28,FW,78,75,,ESP-La Liga,2324
1136,Wilson Manafá,Granada,29,D(LR),241,76.5,,ESP-La Liga,2324
1137,Lázaro,Almeria,22,"AM(LR),FW",278,77.4,,ESP-La Liga,2324
1138,José Mari Martín,Cadiz,36,DMC,13,80,,ESP-La Liga,2324
1139,Nico Paz,Real Madrid,19,Midfielder,19,78.3,,ESP-La Liga,2324
1140,Ibrahima Koné,Almeria,25,FW,275,69.2,,ESP-La Liga,2324
1141,Etta Eyong,Cadiz,20,Midfielder,20,100,,ESP-La Liga,2324
1142,José Pozo,Rayo Vallecano,28,AM(C),18,100,,ESP-La Liga,2324
1143,Jastin García,Girona,20,Forward,31,70,,ESP-La Liga,2324
1144,Mikel Jauregizar,Athletic Club,20,Midfielder,146,75,,ESP-La Liga,2324
1145,Miguel Rodríguez,Celta Vigo,21,Forward,291,80,,ESP-La Liga,2324
1146,Diego Mariño,Almeria,34,GK,90,81,,ESP-La Liga,2324
1147,Federico Gattoni,Sevilla,25,D(C),9,75,,ESP-La Liga,2324
1148,Ben Brereton,Villarreal,25,"AM(LR),FW",261,78.3,,ESP-La Liga,2324
1149,Javier Rueda,Celta Vigo,22,Defender,19,84.6,,ESP-La Liga,2324
1150,Max Svensson,Osasuna,22,Forward,2,-,,ESP-La Liga,2324
1151,Milutin Osmajic,Cadiz,24,FW,4,66.7,,ESP-La Liga,2324
1152,Santiago García,Getafe,22,Midfielder,24,85.7,,ESP-La Liga,2324
1153,Martin Hongla,Granada,26,"D(C),DMC",562,84.5,,ESP-La Liga,2324
1154,Alejo Véliz,Sevilla,20,FW,32,66.7,,ESP-La Liga,2324
1155,Aitor Fernández,Osasuna,33,GK,551,61,,ESP-La Liga,2324
1156,Aingeru Olabarrieta,Athletic Club,18,Forward,8,66.7,,ESP-La Liga,2324
1157,Salim El Jebari,Atletico,20,Forward,12,100,,ESP-La Liga,2324
1158,Arnau Puigmal,Almeria,23,AM(R),251,77,,ESP-La Liga,2324
1159,Anthony Lozano,Getafe,31,"AM(L),FW",88,60,,ESP-La Liga,2324
1160,Gorka Rivera,Getafe,19,Defender,2,80,,ESP-La Liga,2324
1161,Mario Domínguez,Valencia,20,Forward,23,100,,ESP-La Liga,2324
1162,Alberto Perea,Granada,33,AM(LR),2,100,,ESP-La Liga,2324
1163,Álvaro Rodríguez,Real Madrid,19,Forward,1,-,,ESP-La Liga,2324
1164,Bernardo Espinosa,Girona,34,D(C),2,87.5,,ESP-La Liga,2324
1165,Eneko Ortiz,Deportivo Alaves,21,Defender,13,100,,ESP-La Liga,2324
1166,Juan Carlos,Girona,36,GK,1,-,,ESP-La Liga,2324
1167,Marciano Sanca,Almeria,20,Forward,37,60.9,,ESP-La Liga,2324
1168,Miguel Ángel Brau,Granada,22,Defender,31,75,,ESP-La Liga,2324
1169,Moussa Diakité,Cadiz,20,Midfielder,1,-,,ESP-La Liga,2324
1170,Silvi Clua,Girona,19,Midfielder,1,100,,ESP-La Liga,2324
1171,Yassin Tallal,Getafe,19,Forward,2,-,,ESP-La Liga,2324
1172,Pablo Gozálbez,Valencia,23,Midfielder,100,53.3,,ESP-La Liga,2324
1173,Çaglar Söyüncü,Atletico,28,D(C),111,87.7,,ESP-La Liga,2324
1174,Alberto Soro,Granada,25,AM(LR),7,100,,ESP-La Liga,2324
1175,Jeremy Jorge,Getafe,21,Forward,1,-,,ESP-La Liga,2324
1176,Víctor Díaz,Granada,36,D(CLR),161,65.2,,ESP-La Liga,2324
1177,Xabi Huarte,Osasuna,23,Midfielder,8,100,,ESP-La Liga,2324
1178,Tomás Mendes,Deportivo Alaves,19,Midfielder,5,66.7,,ESP-La Liga,2324
1179,Unai Ropero,Deportivo Alaves,22,Forward,5,100,,ESP-La Liga,2324
1180,Miguel de la Fuente,Deportivo Alaves,24,FW,65,46.7,,ESP-La Liga,2324
1181,Raúl Fernández,Granada,36,GK,281,62.1,,ESP-La Liga,2324
1182,Daniel Fuzato,Getafe,26,GK,6,44.4,,ESP-La Liga,2324
1183,Nabil Aberdin,Getafe,21,Defender,180,75.9,,ESP-La Liga,2324
1184,Jon Karrikaburu,Deportivo Alaves,21,Forward,14,50,,ESP-La Liga,2324
1185,Yassine Bounou,Sevilla,33,GK,90,59.3,,ESP-La Liga,2324
1186,Abde Raihani,Atletico,20,Forward,9,-,,ESP-La Liga,2324
1187,Dani Cárdenas,Rayo Vallecano,27,GK,90,60,,ESP-La Liga,2324
1188,Gabri Veiga,Celta Vigo,22,AM(C),17,75,,ESP-La Liga,2324
1189,Jesús Vallejo,Granada,27,D(CR),106,91.4,,ESP-La Liga,2324
1190,Miki Bosch,Granada,23,Defender,25,78.6,,ESP-La Liga,2324
1191,Aarón Escandell,Las Palmas,28,GK,153,72,,ESP-La Liga,2324
1192,Simone Perilli,Verona,29,Goalkeeper,90,42.9,,ITA-Serie A,2324
1193,Lautaro Martínez,Inter,26,FW,2668,79.1,,ITA-Serie A,2324
1194,Khvicha Kvaratskhelia,Napoli,23,"AM(CLR),FW",2752,85.7,,ITA-Serie A,2324
1195,Hakan Çalhanoglu,Inter,30,"M(CLR),FW",2576,92.4,,ITA-Serie A,2324
1196,Rafael Leão,AC Milan,25,"AM(CL),FW",2524,80,,ITA-Serie A,2324
1197,Marcus Thuram,Inter,26,"AM(L),FW",2707,73.9,,ITA-Serie A,2324
1198,Davide Biraschi,Genoa,29,"D(CR),M(R)",90,83.3,,ITA-Serie A,2324
1199,Christian Pulisic,AC Milan,25,"M(CLR),FW",2621,82.4,,ITA-Serie A,2324
1200,Mile Svilar,Roma,24,GK,1350,85,,ITA-Serie A,2324
1201,Alessandro Buongiorno,Torino,25,D(C),2530,85.4,,ITA-Serie A,2324
1202,Matías Soulé,Frosinone,21,AM(CR),3141,81.5,,ITA-Serie A,2324
1203,Federico Dimarco,Inter,26,"D(CL),M(L)",2105,85.2,,ITA-Serie A,2324
1204,Paulo Dybala,Roma,30,"AM(CR),FW",1977,84.3,,ITA-Serie A,2324
1205,Albert Gudmundsson,Genoa,27,"AM(CLR),FW",3024,81.6,,ITA-Serie A,2324
1206,Adrien Rabiot,Juventus,29,"DMC,M(L)",2651,84.4,,ITA-Serie A,2324
1207,Raffaele Di Gennaro,Inter,30,Goalkeeper,22,92.3,,ITA-Serie A,2324
1208,Domenico Berardi,Sassuolo,29,"AM(R),FW",1437,69.9,,ITA-Serie A,2324
1209,Nicolás González,Fiorentina,26,"M(CLR),FW",1914,74.1,,ITA-Serie A,2324
1210,Alessandro Bastoni,Inter,25,D(C),2283,89.8,,ITA-Serie A,2324
1211,Duván Zapata,Atalanta,33,FW,114,81.4,,ITA-Serie A,2324
1212,Michele Di Gregorio,Monza,26,GK,2874,74.4,,ITA-Serie A,2324
1213,Joshua Zirkzee,Bologna,23,FW,2772,78,,ITA-Serie A,2324
1214,Teun Koopmeiners,Atalanta,26,"D(C),M(C)",2633,81.6,,ITA-Serie A,2324
1215,Charles De Ketelaere,Atalanta,23,"M(CLR),FW",2045,75.6,,ITA-Serie A,2324
1216,Ademola Lookman,Atalanta,26,"AM(CLR),FW",1903,80.2,,ITA-Serie A,2324
1217,Mattia Zaccagni,Lazio,29,"AM(CL),FW",1974,84.1,,ITA-Serie A,2324
1218,Danilo,Juventus,32,"D(CLR),DMC",2451,87.1,,ITA-Serie A,2324
1219,Riccardo Calafiori,Bologna,22,D(CL),2338,89.8,,ITA-Serie A,2324
1220,Bremer,Juventus,27,D(C),3234,86.3,,ITA-Serie A,2324
1221,Duván Zapata,Torino,33,FW,2893,69.6,,ITA-Serie A,2324
1222,Victor Osimhen,Napoli,25,FW,1990,71,,ITA-Serie A,2324
1223,Federico Chiesa,Juventus,26,"M(CLR),FW",2207,77.3,,ITA-Serie A,2324
1224,Nicolas Haas,Empoli,28,M(C),90,90.2,,ITA-Serie A,2324
1225,Henrikh Mkhitaryan,Inter,35,"M(CLR),FW",2804,88,,ITA-Serie A,2324
1226,Tijjani Noslin,Verona,24,"AM(LR),FW",1347,71.7,,ITA-Serie A,2324
1227,Federico Ravaglia,Bologna,24,GK,536,78.7,,ITA-Serie A,2324
1228,Elia Caprile,Empoli,22,GK,2070,62.4,,ITA-Serie A,2324
1229,Francesco Acerbi,Inter,36,D(C),2387,91.1,,ITA-Serie A,2324
1230,Lewis Ferguson,Bologna,24,M(C),2718,88.9,,ITA-Serie A,2324
1231,Gianluca Scamacca,Atalanta,25,FW,1459,69,,ITA-Serie A,2324
1232,Olivier Giroud,AC Milan,37,FW,2374,69.4,,ITA-Serie A,2324
1233,Lorenzo Pellegrini,Roma,28,M(CL),1867,82.6,,ITA-Serie A,2324
1234,Éderson,Atalanta,24,M(C),2875,84.4,,ITA-Serie A,2324
1235,Giorgio Scalvini,Atalanta,20,D(C),2556,81.7,,ITA-Serie A,2324
1236,Théo Hernández,AC Milan,26,"D(CL),M(L)",2795,87.7,,ITA-Serie A,2324
1237,Nadir Zortea,Frosinone,25,"D(R),M(LR)",1260,74.9,,ITA-Serie A,2324
1238,Marten de Roon,Atalanta,33,"D(C),DMC",2599,85.1,,ITA-Serie A,2324
1239,Lucas Martínez Quarta,Fiorentina,28,D(C),2292,82.3,,ITA-Serie A,2324
1240,Benjamin Pavard,Inter,28,"D(CLR),M(R)",1679,91.6,,ITA-Serie A,2324
1241,Yann Sommer,Inter,35,GK,3060,86.3,,ITA-Serie A,2324
1242,Ruben Loftus-Cheek,AC Milan,28,M(CLR),2081,85.8,,ITA-Serie A,2324
1243,Matteo Politano,Napoli,30,"AM(CLR),FW",2387,83,,ITA-Serie A,2324
1244,Bryan Cristante,Roma,29,"D(C),M(C)",3292,83.1,,ITA-Serie A,2324
